lat,lon,time,tmin,startStep,endStep,prediction_date
45.0,4.0,2020-12-05,267.9796,0.0,24.0,2020-12-05
45.0,4.0,2020-12-06,269.06366,24.0,48.0,2020-12-05
45.0,4.0,2020-12-07,269.1491,48.0,72.0,2020-12-05
45.0,4.0,2020-12-08,268.852,72.0,96.0,2020-12-05
45.0,4.0,2020-12-09,266.7376,96.0,120.0,2020-12-05
45.0,4.0,2020-12-10,267.31757,120.0,144.0,2020-12-05
45.0,4.0,2020-12-11,275.16556,144.0,168.0,2020-12-05
45.0,4.0,2020-12-12,274.9542,168.0,192.0,2020-12-05
45.0,4.0,2020-12-13,271.7025,192.0,216.0,2020-12-05
45.0,4.0,2020-12-14,272.29364,216.0,240.0,2020-12-05
45.0,4.0,2020-12-15,273.67197,240.0,264.0,2020-12-05
45.0,4.0,2020-12-16,273.24545,264.0,288.0,2020-12-05
45.0,4.0,2020-12-17,273.77094,288.0,312.0,2020-12-05
45.0,4.0,2020-12-18,272.617,312.0,336.0,2020-12-05
45.0,4.0,2020-12-19,271.6571,336.0,360.0,2020-12-05
45.0,5.0,2020-12-05,274.59192,0.0,24.0,2020-12-05
45.0,5.0,2020-12-06,273.67294,24.0,48.0,2020-12-05
45.0,5.0,2020-12-07,273.22693,48.0,72.0,2020-12-05
45.0,5.0,2020-12-08,273.0959,72.0,96.0,2020-12-05
45.0,5.0,2020-12-09,272.4776,96.0,120.0,2020-12-05
45.0,5.0,2020-12-10,272.13654,120.0,144.0,2020-12-05
45.0,5.0,2020-12-11,274.89557,144.0,168.0,2020-12-05
45.0,5.0,2020-12-12,279.63422,168.0,192.0,2020-12-05
45.0,5.0,2020-12-13,275.7725,192.0,216.0,2020-12-05
45.0,5.0,2020-12-14,275.20364,216.0,240.0,2020-12-05
45.0,5.0,2020-12-15,277.18195,240.0,264.0,2020-12-05
45.0,5.0,2020-12-16,276.04544,264.0,288.0,2020-12-05
45.0,5.0,2020-12-17,276.04092,288.0,312.0,2020-12-05
45.0,5.0,2020-12-18,277.197,312.0,336.0,2020-12-05
45.0,5.0,2020-12-19,275.57565,336.0,360.0,2020-12-05
45.0,6.0,2020-12-05,265.13193,0.0,24.0,2020-12-05
45.0,6.0,2020-12-06,264.37366,24.0,48.0,2020-12-05
45.0,6.0,2020-12-07,263.39694,48.0,72.0,2020-12-05
45.0,6.0,2020-12-08,261.90198,72.0,96.0,2020-12-05
45.0,6.0,2020-12-09,261.0476,96.0,120.0,2020-12-05
45.0,6.0,2020-12-10,262.13757,120.0,144.0,2020-12-05
45.0,6.0,2020-12-11,269.23557,144.0,168.0,2020-12-05
45.0,6.0,2020-12-12,270.1442,168.0,192.0,2020-12-05
45.0,6.0,2020-12-13,266.11267,192.0,216.0,2020-12-05
45.0,6.0,2020-12-14,267.54364,216.0,240.0,2020-12-05
45.0,6.0,2020-12-15,271.79196,240.0,264.0,2020-12-05
45.0,6.0,2020-12-16,267.05,264.0,288.0,2020-12-05
45.0,6.0,2020-12-17,267.45093,288.0,312.0,2020-12-05
45.0,6.0,2020-12-18,265.747,312.0,336.0,2020-12-05
45.0,6.0,2020-12-19,265.9371,336.0,360.0,2020-12-05
46.0,4.0,2020-12-05,271.32962,0.0,24.0,2020-12-05
46.0,4.0,2020-12-06,271.60364,24.0,48.0,2020-12-05
46.0,4.0,2020-12-07,271.39694,48.0,72.0,2020-12-05
46.0,4.0,2020-12-08,270.26587,72.0,96.0,2020-12-05
46.0,4.0,2020-12-09,270.0276,96.0,120.0,2020-12-05
46.0,4.0,2020-12-10,270.14758,120.0,144.0,2020-12-05
46.0,4.0,2020-12-11,273.54556,144.0,168.0,2020-12-05
46.0,4.0,2020-12-12,278.7842,168.0,192.0,2020-12-05
46.0,4.0,2020-12-13,274.2625,192.0,216.0,2020-12-05
46.0,4.0,2020-12-14,274.65366,216.0,240.0,2020-12-05
46.0,4.0,2020-12-15,276.23196,240.0,264.0,2020-12-05
46.0,4.0,2020-12-16,275.16547,264.0,288.0,2020-12-05
46.0,4.0,2020-12-17,275.29092,288.0,312.0,2020-12-05
46.0,4.0,2020-12-18,276.547,312.0,336.0,2020-12-05
46.0,4.0,2020-12-19,274.69708,336.0,360.0,2020-12-05
46.0,5.0,2020-12-05,273.4796,0.0,24.0,2020-12-05
46.0,5.0,2020-12-06,273.12292,24.0,48.0,2020-12-05
46.0,5.0,2020-12-07,272.86694,48.0,72.0,2020-12-05
46.0,5.0,2020-12-08,272.1059,72.0,96.0,2020-12-05
46.0,5.0,2020-12-09,271.55762,96.0,120.0,2020-12-05
46.0,5.0,2020-12-10,271.35654,120.0,144.0,2020-12-05
46.0,5.0,2020-12-11,273.67557,144.0,168.0,2020-12-05
46.0,5.0,2020-12-12,280.1742,168.0,192.0,2020-12-05
46.0,5.0,2020-12-13,275.8425,192.0,216.0,2020-12-05
46.0,5.0,2020-12-14,274.63367,216.0,240.0,2020-12-05
46.0,5.0,2020-12-15,277.55194,240.0,264.0,2020-12-05
46.0,5.0,2020-12-16,276.10547,264.0,288.0,2020-12-05
46.0,5.0,2020-12-17,276.72092,288.0,312.0,2020-12-05
46.0,5.0,2020-12-18,277.287,312.0,336.0,2020-12-05
46.0,5.0,2020-12-19,275.99564,336.0,360.0,2020-12-05
46.0,6.0,2020-12-05,272.46964,0.0,24.0,2020-12-05
46.0,6.0,2020-12-06,271.91293,24.0,48.0,2020-12-05
46.0,6.0,2020-12-07,269.29694,48.0,72.0,2020-12-05
46.0,6.0,2020-12-08,269.14587,72.0,96.0,2020-12-05
46.0,6.0,2020-12-09,268.5976,96.0,120.0,2020-12-05
46.0,6.0,2020-12-10,268.26654,120.0,144.0,2020-12-05
46.0,6.0,2020-12-11,270.18558,144.0,168.0,2020-12-05
46.0,6.0,2020-12-12,276.71405,168.0,192.0,2020-12-05
46.0,6.0,2020-12-13,272.0225,192.0,216.0,2020-12-05
46.0,6.0,2020-12-14,271.41364,216.0,240.0,2020-12-05
46.0,6.0,2020-12-15,276.8592,240.0,264.0,2020-12-05
46.0,6.0,2020-12-16,272.95,264.0,288.0,2020-12-05
46.0,6.0,2020-12-17,272.9009,288.0,312.0,2020-12-05
46.0,6.0,2020-12-18,275.71283,312.0,336.0,2020-12-05
46.0,6.0,2020-12-19,272.69565,336.0,360.0,2020-12-05
47.0,4.0,2020-12-05,270.77963,0.0,24.0,2020-12-05
47.0,4.0,2020-12-06,272.26367,24.0,48.0,2020-12-05
47.0,4.0,2020-12-07,270.55695,48.0,72.0,2020-12-05
47.0,4.0,2020-12-08,270.43588,72.0,96.0,2020-12-05
47.0,4.0,2020-12-09,270.3876,96.0,120.0,2020-12-05
47.0,4.0,2020-12-10,270.2365,120.0,144.0,2020-12-05
47.0,4.0,2020-12-11,271.95557,144.0,168.0,2020-12-05
47.0,4.0,2020-12-12,278.3342,168.0,192.0,2020-12-05
47.0,4.0,2020-12-13,273.8225,192.0,216.0,2020-12-05
47.0,4.0,2020-12-14,274.05365,216.0,240.0,2020-12-05
47.0,4.0,2020-12-15,276.29196,240.0,264.0,2020-12-05
47.0,4.0,2020-12-16,275.07544,264.0,288.0,2020-12-05
47.0,4.0,2020-12-17,276.6109,288.0,312.0,2020-12-05
47.0,4.0,2020-12-18,277.70935,312.0,336.0,2020-12-05
47.0,4.0,2020-12-19,276.60565,336.0,360.0,2020-12-05
47.0,5.0,2020-12-05,272.84964,0.0,24.0,2020-12-05
47.0,5.0,2020-12-06,272.71292,24.0,48.0,2020-12-05
47.0,5.0,2020-12-07,272.33694,48.0,72.0,2020-12-05
47.0,5.0,2020-12-08,271.67517,72.0,96.0,2020-12-05
47.0,5.0,2020-12-09,271.5376,96.0,120.0,2020-12-05
47.0,5.0,2020-12-10,270.51654,120.0,144.0,2020-12-05
47.0,5.0,2020-12-11,272.17557,144.0,168.0,2020-12-05
47.0,5.0,2020-12-12,279.9292,168.0,192.0,2020-12-05
47.0,5.0,2020-12-13,275.3625,192.0,216.0,2020-12-05
47.0,5.0,2020-12-14,274.94366,216.0,240.0,2020-12-05
47.0,5.0,2020-12-15,277.55194,240.0,264.0,2020-12-05
47.0,5.0,2020-12-16,275.71545,264.0,288.0,2020-12-05
47.0,5.0,2020-12-17,277.1209,288.0,312.0,2020-12-05
47.0,5.0,2020-12-18,279.27698,312.0,336.0,2020-12-05
47.0,5.0,2020-12-19,276.75565,336.0,360.0,2020-12-05
47.0,6.0,2020-12-05,271.54962,0.0,24.0,2020-12-05
47.0,6.0,2020-12-06,273.41367,24.0,48.0,2020-12-05
47.0,6.0,2020-12-07,270.38693,48.0,72.0,2020-12-05
47.0,6.0,2020-12-08,270.2559,72.0,96.0,2020-12-05
47.0,6.0,2020-12-09,268.3876,96.0,120.0,2020-12-05
47.0,6.0,2020-12-10,267.9076,120.0,144.0,2020-12-05
47.0,6.0,2020-12-11,270.56558,144.0,168.0,2020-12-05
47.0,6.0,2020-12-12,278.2042,168.0,192.0,2020-12-05
47.0,6.0,2020-12-13,273.6925,192.0,216.0,2020-12-05
47.0,6.0,2020-12-14,273.40366,216.0,240.0,2020-12-05
47.0,6.0,2020-12-15,277.38196,240.0,264.0,2020-12-05
47.0,6.0,2020-12-16,276.0,264.0,288.0,2020-12-05
47.0,6.0,2020-12-17,276.942,288.0,312.0,2020-12-05
47.0,6.0,2020-12-18,276.677,312.0,336.0,2020-12-05
47.0,6.0,2020-12-19,274.92566,336.0,360.0,2020-12-05
45.0,4.0,2020-12-06,268.94522,0.0,24.0,2020-12-06
45.0,4.0,2020-12-07,268.5373,24.0,48.0,2020-12-06
45.0,4.0,2020-12-08,269.27762,48.0,72.0,2020-12-06
45.0,4.0,2020-12-09,268.29593,72.0,96.0,2020-12-06
45.0,4.0,2020-12-10,268.64285,96.0,120.0,2020-12-06
45.0,4.0,2020-12-11,274.36597,120.0,144.0,2020-12-06
45.0,4.0,2020-12-12,273.79443,144.0,168.0,2020-12-06
45.0,4.0,2020-12-13,272.78784,168.0,192.0,2020-12-06
45.0,4.0,2020-12-14,277.88348,192.0,216.0,2020-12-06
45.0,4.0,2020-12-15,277.40997,216.0,240.0,2020-12-06
45.0,4.0,2020-12-16,278.34805,240.0,264.0,2020-12-06
45.0,4.0,2020-12-17,273.01736,264.0,288.0,2020-12-06
45.0,4.0,2020-12-18,272.43674,288.0,312.0,2020-12-06
45.0,4.0,2020-12-19,268.97736,312.0,336.0,2020-12-06
45.0,4.0,2020-12-20,267.83362,336.0,360.0,2020-12-06
45.0,5.0,2020-12-06,273.68863,0.0,24.0,2020-12-06
45.0,5.0,2020-12-07,273.91727,24.0,48.0,2020-12-06
45.0,5.0,2020-12-08,275.42764,48.0,72.0,2020-12-06
45.0,5.0,2020-12-09,273.52838,72.0,96.0,2020-12-06
45.0,5.0,2020-12-10,272.63272,96.0,120.0,2020-12-06
45.0,5.0,2020-12-11,276.9079,120.0,144.0,2020-12-06
45.0,5.0,2020-12-12,277.12445,144.0,168.0,2020-12-06
45.0,5.0,2020-12-13,275.94806,168.0,192.0,2020-12-06
45.0,5.0,2020-12-14,277.94586,192.0,216.0,2020-12-06
45.0,5.0,2020-12-15,278.32806,216.0,240.0,2020-12-06
45.0,5.0,2020-12-16,280.35565,240.0,264.0,2020-12-06
45.0,5.0,2020-12-17,278.14737,264.0,288.0,2020-12-06
45.0,5.0,2020-12-18,277.51672,288.0,312.0,2020-12-06
45.0,5.0,2020-12-19,273.63733,312.0,336.0,2020-12-06
45.0,5.0,2020-12-20,272.30362,336.0,360.0,2020-12-06
45.0,6.0,2020-12-06,265.61523,0.0,24.0,2020-12-06
45.0,6.0,2020-12-07,265.52167,24.0,48.0,2020-12-06
45.0,6.0,2020-12-08,264.6176,48.0,72.0,2020-12-06
45.0,6.0,2020-12-09,263.5784,72.0,96.0,2020-12-06
45.0,6.0,2020-12-10,263.45288,96.0,120.0,2020-12-06
45.0,6.0,2020-12-11,270.30597,120.0,144.0,2020-12-06
45.0,6.0,2020-12-12,267.21445,144.0,168.0,2020-12-06
45.0,6.0,2020-12-13,267.49783,168.0,192.0,2020-12-06
45.0,6.0,2020-12-14,273.56348,192.0,216.0,2020-12-06
45.0,6.0,2020-12-15,274.65808,216.0,240.0,2020-12-06
45.0,6.0,2020-12-16,274.15805,240.0,264.0,2020-12-06
45.0,6.0,2020-12-17,269.0774,264.0,288.0,2020-12-06
45.0,6.0,2020-12-18,266.43448,288.0,312.0,2020-12-06
45.0,6.0,2020-12-19,266.01474,312.0,336.0,2020-12-06
45.0,6.0,2020-12-20,265.6936,336.0,360.0,2020-12-06
46.0,4.0,2020-12-06,271.44864,0.0,24.0,2020-12-06
46.0,4.0,2020-12-07,272.89874,24.0,48.0,2020-12-06
46.0,4.0,2020-12-08,272.54703,48.0,72.0,2020-12-06
46.0,4.0,2020-12-09,271.3984,72.0,96.0,2020-12-06
46.0,4.0,2020-12-10,271.33286,96.0,120.0,2020-12-06
46.0,4.0,2020-12-11,275.16788,120.0,144.0,2020-12-06
46.0,4.0,2020-12-12,276.62445,144.0,168.0,2020-12-06
46.0,4.0,2020-12-13,275.67807,168.0,192.0,2020-12-06
46.0,4.0,2020-12-14,279.32294,192.0,216.0,2020-12-06
46.0,4.0,2020-12-15,278.31808,216.0,240.0,2020-12-06
46.0,4.0,2020-12-16,279.8452,240.0,264.0,2020-12-06
46.0,4.0,2020-12-17,275.99738,264.0,288.0,2020-12-06
46.0,4.0,2020-12-18,274.91446,288.0,312.0,2020-12-06
46.0,4.0,2020-12-19,271.23734,312.0,336.0,2020-12-06
46.0,4.0,2020-12-20,270.1907,336.0,360.0,2020-12-06
46.0,5.0,2020-12-06,273.58862,0.0,24.0,2020-12-06
46.0,5.0,2020-12-07,274.16165,24.0,48.0,2020-12-06
46.0,5.0,2020-12-08,273.98703,48.0,72.0,2020-12-06
46.0,5.0,2020-12-09,272.3484,72.0,96.0,2020-12-06
46.0,5.0,2020-12-10,272.43286,96.0,120.0,2020-12-06
46.0,5.0,2020-12-11,276.81787,120.0,144.0,2020-12-06
46.0,5.0,2020-12-12,278.0931,144.0,168.0,2020-12-06
46.0,5.0,2020-12-13,277.59784,168.0,192.0,2020-12-06
46.0,5.0,2020-12-14,277.88586,192.0,216.0,2020-12-06
46.0,5.0,2020-12-15,278.0481,216.0,240.0,2020-12-06
46.0,5.0,2020-12-16,279.78564,240.0,264.0,2020-12-06
46.0,5.0,2020-12-17,277.04736,264.0,288.0,2020-12-06
46.0,5.0,2020-12-18,277.16446,288.0,312.0,2020-12-06
46.0,5.0,2020-12-19,272.59735,312.0,336.0,2020-12-06
46.0,5.0,2020-12-20,271.53564,336.0,360.0,2020-12-06
46.0,6.0,2020-12-06,273.13217,0.0,24.0,2020-12-06
46.0,6.0,2020-12-07,271.38867,24.0,48.0,2020-12-06
46.0,6.0,2020-12-08,271.69702,48.0,72.0,2020-12-06
46.0,6.0,2020-12-09,269.89838,72.0,96.0,2020-12-06
46.0,6.0,2020-12-10,269.61285,96.0,120.0,2020-12-06
46.0,6.0,2020-12-11,273.38788,120.0,144.0,2020-12-06
46.0,6.0,2020-12-12,276.16446,144.0,168.0,2020-12-06
46.0,6.0,2020-12-13,273.06805,168.0,192.0,2020-12-06
46.0,6.0,2020-12-14,274.67584,192.0,216.0,2020-12-06
46.0,6.0,2020-12-15,275.1681,216.0,240.0,2020-12-06
46.0,6.0,2020-12-16,276.13565,240.0,264.0,2020-12-06
46.0,6.0,2020-12-17,274.93738,264.0,288.0,2020-12-06
46.0,6.0,2020-12-18,275.26672,288.0,312.0,2020-12-06
46.0,6.0,2020-12-19,273.5479,312.0,336.0,2020-12-06
46.0,6.0,2020-12-20,270.90765,336.0,360.0,2020-12-06
47.0,4.0,2020-12-06,271.68216,0.0,24.0,2020-12-06
47.0,4.0,2020-12-07,271.57867,24.0,48.0,2020-12-06
47.0,4.0,2020-12-08,272.28702,48.0,72.0,2020-12-06
47.0,4.0,2020-12-09,271.02838,72.0,96.0,2020-12-06
47.0,4.0,2020-12-10,272.27286,96.0,120.0,2020-12-06
47.0,4.0,2020-12-11,275.2079,120.0,144.0,2020-12-06
47.0,4.0,2020-12-12,276.48444,144.0,168.0,2020-12-06
47.0,4.0,2020-12-13,276.80783,168.0,192.0,2020-12-06
47.0,4.0,2020-12-14,279.32294,192.0,216.0,2020-12-06
47.0,4.0,2020-12-15,278.57806,216.0,240.0,2020-12-06
47.0,4.0,2020-12-16,279.30563,240.0,264.0,2020-12-06
47.0,4.0,2020-12-17,275.4774,264.0,288.0,2020-12-06
47.0,4.0,2020-12-18,275.65448,288.0,312.0,2020-12-06
47.0,4.0,2020-12-19,272.74734,312.0,336.0,2020-12-06
47.0,4.0,2020-12-20,271.50565,336.0,360.0,2020-12-06
47.0,5.0,2020-12-06,272.87216,0.0,24.0,2020-12-06
47.0,5.0,2020-12-07,272.82867,24.0,48.0,2020-12-06
47.0,5.0,2020-12-08,273.42703,48.0,72.0,2020-12-06
47.0,5.0,2020-12-09,272.2084,72.0,96.0,2020-12-06
47.0,5.0,2020-12-10,272.23273,96.0,120.0,2020-12-06
47.0,5.0,2020-12-11,274.9379,120.0,144.0,2020-12-06
47.0,5.0,2020-12-12,277.96445,144.0,168.0,2020-12-06
47.0,5.0,2020-12-13,277.81784,168.0,192.0,2020-12-06
47.0,5.0,2020-12-14,278.79294,192.0,216.0,2020-12-06
47.0,5.0,2020-12-15,277.01807,216.0,240.0,2020-12-06
47.0,5.0,2020-12-16,279.07523,240.0,264.0,2020-12-06
47.0,5.0,2020-12-17,277.5074,264.0,288.0,2020-12-06
47.0,5.0,2020-12-18,277.31445,288.0,312.0,2020-12-06
47.0,5.0,2020-12-19,274.10733,312.0,336.0,2020-12-06
47.0,5.0,2020-12-20,272.85565,336.0,360.0,2020-12-06
47.0,6.0,2020-12-06,273.37524,0.0,24.0,2020-12-06
47.0,6.0,2020-12-07,270.73868,24.0,48.0,2020-12-06
47.0,6.0,2020-12-08,272.00702,48.0,72.0,2020-12-06
47.0,6.0,2020-12-09,271.58838,72.0,96.0,2020-12-06
47.0,6.0,2020-12-10,269.43286,96.0,120.0,2020-12-06
47.0,6.0,2020-12-11,274.54788,120.0,144.0,2020-12-06
47.0,6.0,2020-12-12,277.06445,144.0,168.0,2020-12-06
47.0,6.0,2020-12-13,276.52783,168.0,192.0,2020-12-06
47.0,6.0,2020-12-14,278.80295,192.0,216.0,2020-12-06
47.0,6.0,2020-12-15,278.2881,216.0,240.0,2020-12-06
47.0,6.0,2020-12-16,279.37805,240.0,264.0,2020-12-06
47.0,6.0,2020-12-17,275.9474,264.0,288.0,2020-12-06
47.0,6.0,2020-12-18,275.07446,288.0,312.0,2020-12-06
47.0,6.0,2020-12-19,271.05734,312.0,336.0,2020-12-06
