lat,lon,time,tmin,startStep,endStep,prediction_date
47.0,6.0,2020-12-22,273.5272,336.0,360.0,2020-12-08
45.0,4.0,2020-12-09,270.02844,0.0,24.0,2020-12-09
45.0,4.0,2020-12-10,268.60208,24.0,48.0,2020-12-09
45.0,4.0,2020-12-11,274.38077,48.0,72.0,2020-12-09
45.0,4.0,2020-12-12,272.36328,72.0,96.0,2020-12-09
45.0,4.0,2020-12-13,269.00766,96.0,120.0,2020-12-09
45.0,4.0,2020-12-14,275.2471,120.0,144.0,2020-12-09
45.0,4.0,2020-12-15,274.30698,144.0,168.0,2020-12-09
45.0,4.0,2020-12-16,273.6489,168.0,192.0,2020-12-09
45.0,4.0,2020-12-17,274.5098,192.0,216.0,2020-12-09
45.0,4.0,2020-12-18,272.9511,216.0,240.0,2020-12-09
45.0,4.0,2020-12-19,270.41113,240.0,264.0,2020-12-09
45.0,4.0,2020-12-20,269.5844,264.0,288.0,2020-12-09
45.0,4.0,2020-12-21,275.83368,288.0,312.0,2020-12-09
45.0,4.0,2020-12-22,274.95435,312.0,336.0,2020-12-09
45.0,4.0,2020-12-23,269.99515,336.0,360.0,2020-12-09
45.0,5.0,2020-12-09,272.78558,0.0,24.0,2020-12-09
45.0,5.0,2020-12-10,272.16208,24.0,48.0,2020-12-09
45.0,5.0,2020-12-11,274.39078,48.0,72.0,2020-12-09
45.0,5.0,2020-12-12,278.0302,72.0,96.0,2020-12-09
45.0,5.0,2020-12-13,275.53766,96.0,120.0,2020-12-09
45.0,5.0,2020-12-14,277.20953,120.0,144.0,2020-12-09
45.0,5.0,2020-12-15,279.75848,144.0,168.0,2020-12-09
45.0,5.0,2020-12-16,279.22888,168.0,192.0,2020-12-09
45.0,5.0,2020-12-17,279.0798,192.0,216.0,2020-12-09
45.0,5.0,2020-12-18,278.52112,216.0,240.0,2020-12-09
45.0,5.0,2020-12-19,275.96112,240.0,264.0,2020-12-09
45.0,5.0,2020-12-20,273.7644,264.0,288.0,2020-12-09
45.0,5.0,2020-12-21,275.31317,288.0,312.0,2020-12-09
45.0,5.0,2020-12-22,278.22086,312.0,336.0,2020-12-09
45.0,5.0,2020-12-23,274.15515,336.0,360.0,2020-12-09
45.0,6.0,2020-12-09,262.32556,0.0,24.0,2020-12-09
45.0,6.0,2020-12-10,263.84207,24.0,48.0,2020-12-09
45.0,6.0,2020-12-11,266.44077,48.0,72.0,2020-12-09
45.0,6.0,2020-12-12,268.5733,72.0,96.0,2020-12-09
45.0,6.0,2020-12-13,265.99765,96.0,120.0,2020-12-09
45.0,6.0,2020-12-14,272.45953,120.0,144.0,2020-12-09
45.0,6.0,2020-12-15,271.95703,144.0,168.0,2020-12-09
45.0,6.0,2020-12-16,272.8989,168.0,192.0,2020-12-09
45.0,6.0,2020-12-17,273.24548,192.0,216.0,2020-12-09
45.0,6.0,2020-12-18,272.4787,216.0,240.0,2020-12-09
45.0,6.0,2020-12-19,264.13113,240.0,264.0,2020-12-09
45.0,6.0,2020-12-20,264.86688,264.0,288.0,2020-12-09
45.0,6.0,2020-12-21,270.57318,288.0,312.0,2020-12-09
45.0,6.0,2020-12-22,270.7291,312.0,336.0,2020-12-09
45.0,6.0,2020-12-23,265.57358,336.0,360.0,2020-12-09
46.0,4.0,2020-12-09,272.44305,0.0,24.0,2020-12-09
46.0,4.0,2020-12-10,272.9521,24.0,48.0,2020-12-09
46.0,4.0,2020-12-11,275.32077,48.0,72.0,2020-12-09
46.0,4.0,2020-12-12,275.76328,72.0,96.0,2020-12-09
46.0,4.0,2020-12-13,272.80768,96.0,120.0,2020-12-09
46.0,4.0,2020-12-14,277.3995,120.0,144.0,2020-12-09
46.0,4.0,2020-12-15,275.71848,144.0,168.0,2020-12-09
46.0,4.0,2020-12-16,275.09888,168.0,192.0,2020-12-09
46.0,4.0,2020-12-17,275.27548,192.0,216.0,2020-12-09
46.0,4.0,2020-12-18,274.60114,216.0,240.0,2020-12-09
46.0,4.0,2020-12-19,273.31116,240.0,264.0,2020-12-09
46.0,4.0,2020-12-20,272.5569,264.0,288.0,2020-12-09
46.0,4.0,2020-12-21,275.13318,288.0,312.0,2020-12-09
46.0,4.0,2020-12-22,278.50433,312.0,336.0,2020-12-09
46.0,4.0,2020-12-23,272.44513,336.0,360.0,2020-12-09
46.0,5.0,2020-12-09,273.40558,0.0,24.0,2020-12-09
46.0,5.0,2020-12-10,272.1421,24.0,48.0,2020-12-09
46.0,5.0,2020-12-11,274.92078,48.0,72.0,2020-12-09
46.0,5.0,2020-12-12,277.4702,72.0,96.0,2020-12-09
46.0,5.0,2020-12-13,274.74768,96.0,120.0,2020-12-09
46.0,5.0,2020-12-14,277.0295,120.0,144.0,2020-12-09
46.0,5.0,2020-12-15,278.9785,144.0,168.0,2020-12-09
46.0,5.0,2020-12-16,276.91888,168.0,192.0,2020-12-09
46.0,5.0,2020-12-17,278.1098,192.0,216.0,2020-12-09
46.0,5.0,2020-12-18,276.46112,216.0,240.0,2020-12-09
46.0,5.0,2020-12-19,276.08115,240.0,264.0,2020-12-09
46.0,5.0,2020-12-20,273.7744,264.0,288.0,2020-12-09
46.0,5.0,2020-12-21,274.66318,288.0,312.0,2020-12-09
46.0,5.0,2020-12-22,277.42435,312.0,336.0,2020-12-09
46.0,5.0,2020-12-23,273.47513,336.0,360.0,2020-12-09
46.0,6.0,2020-12-09,268.41556,0.0,24.0,2020-12-09
46.0,6.0,2020-12-10,268.22208,24.0,48.0,2020-12-09
46.0,6.0,2020-12-11,270.46075,48.0,72.0,2020-12-09
46.0,6.0,2020-12-12,275.2602,72.0,96.0,2020-12-09
46.0,6.0,2020-12-13,273.93356,96.0,120.0,2020-12-09
46.0,6.0,2020-12-14,273.54953,120.0,144.0,2020-12-09
46.0,6.0,2020-12-15,275.94745,144.0,168.0,2020-12-09
46.0,6.0,2020-12-16,275.53934,168.0,192.0,2020-12-09
46.0,6.0,2020-12-17,275.35547,192.0,216.0,2020-12-09
46.0,6.0,2020-12-18,276.6311,216.0,240.0,2020-12-09
46.0,6.0,2020-12-19,272.18115,240.0,264.0,2020-12-09
46.0,6.0,2020-12-20,271.4144,264.0,288.0,2020-12-09
46.0,6.0,2020-12-21,272.98315,288.0,312.0,2020-12-09
46.0,6.0,2020-12-22,276.52786,312.0,336.0,2020-12-09
46.0,6.0,2020-12-23,272.90515,336.0,360.0,2020-12-09
47.0,4.0,2020-12-09,270.58307,0.0,24.0,2020-12-09
47.0,4.0,2020-12-10,273.48306,24.0,48.0,2020-12-09
47.0,4.0,2020-12-11,276.44077,48.0,72.0,2020-12-09
47.0,4.0,2020-12-12,275.98328,72.0,96.0,2020-12-09
47.0,4.0,2020-12-13,275.36768,96.0,120.0,2020-12-09
47.0,4.0,2020-12-14,276.25952,120.0,144.0,2020-12-09
47.0,4.0,2020-12-15,275.77698,144.0,168.0,2020-12-09
47.0,4.0,2020-12-16,274.5889,168.0,192.0,2020-12-09
47.0,4.0,2020-12-17,274.46548,192.0,216.0,2020-12-09
47.0,4.0,2020-12-18,274.53113,216.0,240.0,2020-12-09
47.0,4.0,2020-12-19,273.20114,240.0,264.0,2020-12-09
47.0,4.0,2020-12-20,272.17688,264.0,288.0,2020-12-09
47.0,4.0,2020-12-21,274.51318,288.0,312.0,2020-12-09
47.0,4.0,2020-12-22,276.62433,312.0,336.0,2020-12-09
47.0,4.0,2020-12-23,272.12515,336.0,360.0,2020-12-09
47.0,5.0,2020-12-09,272.31305,0.0,24.0,2020-12-09
47.0,5.0,2020-12-10,272.10306,24.0,48.0,2020-12-09
47.0,5.0,2020-12-11,275.88077,48.0,72.0,2020-12-09
47.0,5.0,2020-12-12,278.42328,72.0,96.0,2020-12-09
47.0,5.0,2020-12-13,274.60767,96.0,120.0,2020-12-09
47.0,5.0,2020-12-14,276.6795,120.0,144.0,2020-12-09
47.0,5.0,2020-12-15,277.52698,144.0,168.0,2020-12-09
47.0,5.0,2020-12-16,275.8189,168.0,192.0,2020-12-09
47.0,5.0,2020-12-17,275.64548,192.0,216.0,2020-12-09
47.0,5.0,2020-12-18,275.35114,216.0,240.0,2020-12-09
47.0,5.0,2020-12-19,274.86115,240.0,264.0,2020-12-09
47.0,5.0,2020-12-20,273.6044,264.0,288.0,2020-12-09
47.0,5.0,2020-12-21,273.87317,288.0,312.0,2020-12-09
47.0,5.0,2020-12-22,277.97433,312.0,336.0,2020-12-09
47.0,5.0,2020-12-23,274.02515,336.0,360.0,2020-12-09
47.0,6.0,2020-12-09,269.4456,0.0,24.0,2020-12-09
47.0,6.0,2020-12-10,269.19208,24.0,48.0,2020-12-09
47.0,6.0,2020-12-11,273.95078,48.0,72.0,2020-12-09
47.0,6.0,2020-12-12,276.8433,72.0,96.0,2020-12-09
47.0,6.0,2020-12-13,274.49765,96.0,120.0,2020-12-09
47.0,6.0,2020-12-14,276.70953,120.0,144.0,2020-12-09
47.0,6.0,2020-12-15,277.2685,144.0,168.0,2020-12-09
47.0,6.0,2020-12-16,275.1789,168.0,192.0,2020-12-09
47.0,6.0,2020-12-17,276.4055,192.0,216.0,2020-12-09
47.0,6.0,2020-12-18,275.2611,216.0,240.0,2020-12-09
47.0,6.0,2020-12-19,273.55115,240.0,264.0,2020-12-09
47.0,6.0,2020-12-20,272.1244,264.0,288.0,2020-12-09
47.0,6.0,2020-12-21,274.59317,288.0,312.0,2020-12-09
47.0,6.0,2020-12-22,276.71436,312.0,336.0,2020-12-09
47.0,6.0,2020-12-23,272.11514,336.0,360.0,2020-12-09
45.0,4.0,2020-12-10,268.39764,0.0,24.0,2020-12-10
45.0,4.0,2020-12-11,272.77148,24.0,48.0,2020-12-10
45.0,4.0,2020-12-12,272.98868,48.0,72.0,2020-12-10
45.0,4.0,2020-12-13,269.03265,72.0,96.0,2020-12-10
45.0,4.0,2020-12-14,275.12512,96.0,120.0,2020-12-10
45.0,4.0,2020-12-15,272.6052,120.0,144.0,2020-12-10
45.0,4.0,2020-12-16,272.37958,144.0,168.0,2020-12-10
45.0,4.0,2020-12-17,271.7213,168.0,192.0,2020-12-10
45.0,4.0,2020-12-18,271.44113,192.0,216.0,2020-12-10
45.0,4.0,2020-12-19,272.15158,216.0,240.0,2020-12-10
45.0,4.0,2020-12-20,274.57074,240.0,264.0,2020-12-10
45.0,4.0,2020-12-21,272.35095,264.0,288.0,2020-12-10
45.0,4.0,2020-12-22,274.09875,288.0,312.0,2020-12-10
45.0,4.0,2020-12-23,276.31805,312.0,336.0,2020-12-10
45.0,4.0,2020-12-24,274.1682,336.0,360.0,2020-12-10
45.0,5.0,2020-12-10,271.96765,0.0,24.0,2020-12-10
45.0,5.0,2020-12-11,274.39148,24.0,48.0,2020-12-10
45.0,5.0,2020-12-12,278.01382,48.0,72.0,2020-12-10
45.0,5.0,2020-12-13,275.27264,72.0,96.0,2020-12-10
45.0,5.0,2020-12-14,275.79288,96.0,120.0,2020-12-10
45.0,5.0,2020-12-15,277.7552,120.0,144.0,2020-12-10
45.0,5.0,2020-12-16,277.02957,144.0,168.0,2020-12-10
45.0,5.0,2020-12-17,276.08133,168.0,192.0,2020-12-10
45.0,5.0,2020-12-18,274.88132,192.0,216.0,2020-12-10
45.0,5.0,2020-12-19,275.18158,216.0,240.0,2020-12-10
45.0,5.0,2020-12-20,276.69775,240.0,264.0,2020-12-10
45.0,5.0,2020-12-21,276.19095,264.0,288.0,2020-12-10
45.0,5.0,2020-12-22,276.32874,288.0,312.0,2020-12-10
45.0,5.0,2020-12-23,278.52753,312.0,336.0,2020-12-10
45.0,5.0,2020-12-24,279.07822,336.0,360.0,2020-12-10
45.0,6.0,2020-12-10,263.61765,0.0,24.0,2020-12-10
45.0,6.0,2020-12-11,266.6815,24.0,48.0,2020-12-10
45.0,6.0,2020-12-12,265.75867,48.0,72.0,2020-12-10
45.0,6.0,2020-12-13,266.01263,72.0,96.0,2020-12-10
45.0,6.0,2020-12-14,270.23288,96.0,120.0,2020-12-10
45.0,6.0,2020-12-15,271.12518,120.0,144.0,2020-12-10
45.0,6.0,2020-12-16,269.43033,144.0,168.0,2020-12-10
45.0,6.0,2020-12-17,268.27133,168.0,192.0,2020-12-10
45.0,6.0,2020-12-18,266.33115,192.0,216.0,2020-12-10
45.0,6.0,2020-12-19,267.87222,216.0,240.0,2020-12-10
45.0,6.0,2020-12-20,269.34668,240.0,264.0,2020-12-10
45.0,6.0,2020-12-21,266.58096,264.0,288.0,2020-12-10
45.0,6.0,2020-12-22,266.92874,288.0,312.0,2020-12-10
45.0,6.0,2020-12-23,270.67752,312.0,336.0,2020-12-10
45.0,6.0,2020-12-24,268.14822,336.0,360.0,2020-12-10
46.0,4.0,2020-12-10,272.44766,0.0,24.0,2020-12-10
46.0,4.0,2020-12-11,274.6415,24.0,48.0,2020-12-10
46.0,4.0,2020-12-12,274.90866,48.0,72.0,2020-12-10
46.0,4.0,2020-12-13,273.00266,72.0,96.0,2020-12-10
46.0,4.0,2020-12-14,275.7829,96.0,120.0,2020-12-10
46.0,4.0,2020-12-15,275.6452,120.0,144.0,2020-12-10
46.0,4.0,2020-12-16,274.37958,144.0,168.0,2020-12-10
46.0,4.0,2020-12-17,274.9013,168.0,192.0,2020-12-10
46.0,4.0,2020-12-18,273.31332,192.0,216.0,2020-12-10
46.0,4.0,2020-12-19,272.77158,216.0,240.0,2020-12-10
46.0,4.0,2020-12-20,276.39774,240.0,264.0,2020-12-10
46.0,4.0,2020-12-21,275.41095,264.0,288.0,2020-12-10
46.0,4.0,2020-12-22,276.37875,288.0,312.0,2020-12-10
46.0,4.0,2020-12-23,278.25485,312.0,336.0,2020-12-10
46.0,4.0,2020-12-24,277.58823,336.0,360.0,2020-12-10
46.0,5.0,2020-12-10,271.80383,0.0,24.0,2020-12-10
46.0,5.0,2020-12-11,274.7015,24.0,48.0,2020-12-10
46.0,5.0,2020-12-12,277.59866,48.0,72.0,2020-12-10
46.0,5.0,2020-12-13,275.01263,72.0,96.0,2020-12-10
46.0,5.0,2020-12-14,275.76288,96.0,120.0,2020-12-10
46.0,5.0,2020-12-15,277.6052,120.0,144.0,2020-12-10
46.0,5.0,2020-12-16,277.03955,144.0,168.0,2020-12-10
46.0,5.0,2020-12-17,276.57132,168.0,192.0,2020-12-10
46.0,5.0,2020-12-18,275.1213,192.0,216.0,2020-12-10
46.0,5.0,2020-12-19,274.6916,216.0,240.0,2020-12-10
46.0,5.0,2020-12-20,275.93076,240.0,264.0,2020-12-10
46.0,5.0,2020-12-21,276.60095,264.0,288.0,2020-12-10
46.0,5.0,2020-12-22,276.10873,288.0,312.0,2020-12-10
46.0,5.0,2020-12-23,279.36752,312.0,336.0,2020-12-10
46.0,5.0,2020-12-24,278.79822,336.0,360.0,2020-12-10
46.0,6.0,2020-12-10,267.94766,0.0,24.0,2020-12-10
46.0,6.0,2020-12-11,270.4815,24.0,48.0,2020-12-10
46.0,6.0,2020-12-12,274.76868,48.0,72.0,2020-12-10
46.0,6.0,2020-12-13,272.24518,72.0,96.0,2020-12-10
46.0,6.0,2020-12-14,272.5629,96.0,120.0,2020-12-10
46.0,6.0,2020-12-15,276.3376,120.0,144.0,2020-12-10
46.0,6.0,2020-12-16,274.20032,144.0,168.0,2020-12-10
46.0,6.0,2020-12-17,274.07132,168.0,192.0,2020-12-10
46.0,6.0,2020-12-18,272.78333,192.0,216.0,2020-12-10
46.0,6.0,2020-12-19,271.96222,216.0,240.0,2020-12-10
46.0,6.0,2020-12-20,272.69073,240.0,264.0,2020-12-10
46.0,6.0,2020-12-21,274.40094,264.0,288.0,2020-12-10
46.0,6.0,2020-12-22,273.16876,288.0,312.0,2020-12-10
46.0,6.0,2020-12-23,274.8575,312.0,336.0,2020-12-10
46.0,6.0,2020-12-24,277.32822,336.0,360.0,2020-12-10
47.0,4.0,2020-12-10,271.6538,0.0,24.0,2020-12-10
47.0,4.0,2020-12-11,275.6615,24.0,48.0,2020-12-10
47.0,4.0,2020-12-12,275.73868,48.0,72.0,2020-12-10
47.0,4.0,2020-12-13,275.81674,72.0,96.0,2020-12-10
47.0,4.0,2020-12-14,275.73288,96.0,120.0,2020-12-10
47.0,4.0,2020-12-15,275.7552,120.0,144.0,2020-12-10
47.0,4.0,2020-12-16,274.3203,144.0,168.0,2020-12-10
47.0,4.0,2020-12-17,275.11932,168.0,192.0,2020-12-10
47.0,4.0,2020-12-18,273.73334,192.0,216.0,2020-12-10
47.0,4.0,2020-12-19,272.61157,216.0,240.0,2020-12-10
47.0,4.0,2020-12-20,276.56668,240.0,264.0,2020-12-10
47.0,4.0,2020-12-21,275.12094,264.0,288.0,2020-12-10
47.0,4.0,2020-12-22,275.06876,288.0,312.0,2020-12-10
47.0,4.0,2020-12-23,278.11487,312.0,336.0,2020-12-10
47.0,4.0,2020-12-24,277.7782,336.0,360.0,2020-12-10
47.0,5.0,2020-12-10,271.26382,0.0,24.0,2020-12-10
47.0,5.0,2020-12-11,275.6215,24.0,48.0,2020-12-10
47.0,5.0,2020-12-12,277.79868,48.0,72.0,2020-12-10
47.0,5.0,2020-12-13,275.10266,72.0,96.0,2020-12-10
47.0,5.0,2020-12-14,275.4029,96.0,120.0,2020-12-10
47.0,5.0,2020-12-15,277.1652,120.0,144.0,2020-12-10
47.0,5.0,2020-12-16,275.77032,144.0,168.0,2020-12-10
47.0,5.0,2020-12-17,276.2513,168.0,192.0,2020-12-10
47.0,5.0,2020-12-18,274.26334,192.0,216.0,2020-12-10
47.0,5.0,2020-12-19,273.31158,216.0,240.0,2020-12-10
47.0,5.0,2020-12-20,275.23074,240.0,264.0,2020-12-10
47.0,5.0,2020-12-21,276.67096,264.0,288.0,2020-12-10
47.0,5.0,2020-12-22,276.14874,288.0,312.0,2020-12-10
47.0,5.0,2020-12-23,279.0675,312.0,336.0,2020-12-10
47.0,5.0,2020-12-24,278.89822,336.0,360.0,2020-12-10
47.0,6.0,2020-12-10,268.92764,0.0,24.0,2020-12-10
47.0,6.0,2020-12-11,274.7915,24.0,48.0,2020-12-10
47.0,6.0,2020-12-12,276.51868,48.0,72.0,2020-12-10
47.0,6.0,2020-12-13,274.05518,72.0,96.0,2020-12-10
47.0,6.0,2020-12-14,274.4329,96.0,120.0,2020-12-10
47.0,6.0,2020-12-15,277.3852,120.0,144.0,2020-12-10
47.0,6.0,2020-12-16,275.6903,144.0,168.0,2020-12-10
47.0,6.0,2020-12-17,275.20132,168.0,192.0,2020-12-10
47.0,6.0,2020-12-18,273.61334,192.0,216.0,2020-12-10
47.0,6.0,2020-12-19,273.58157,216.0,240.0,2020-12-10
47.0,6.0,2020-12-20,274.75775,240.0,264.0,2020-12-10
47.0,6.0,2020-12-21,275.29095,264.0,288.0,2020-12-10
47.0,6.0,2020-12-22,274.18875,288.0,312.0,2020-12-10
47.0,6.0,2020-12-23,277.47806,312.0,336.0,2020-12-10
47.0,6.0,2020-12-24,278.04822,336.0,360.0,2020-12-10
